ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
4091830,63.576,0.000,162.602,0.000,/Users/yalinli_cabbi/OneDrive/Coding/qs/qsdsan/sanunits/_suspended_growth_bioreactor.py:262(dy_dt)
23051404,38.989,0.000,38.989,0.000,{built-in method numpy.array}
818366,26.922,0.000,91.855,0.000,/Users/yalinli_cabbi/OneDrive/Coding/qs/qsdsan/sanunits/_clarifier.py:389(dy_dt)
9823107,26.879,0.000,26.879,0.000,{method 'reduce' of 'numpy.ufunc' objects}
8183660,26.854,0.000,35.726,0.000,/Users/yalinli_cabbi/OneDrive/Coding/qs/qsdsan/sanunits/_clarifier.py:20(_settling_flux)
818366,16.989,0.000,389.487,0.000,/Users/yalinli_cabbi/OneDrive/Coding/bst/biosteam/_system.py:1509(dydt)
818366,14.047,0.000,22.273,0.000,/Users/yalinli_cabbi/OneDrive/Coding/qs/qsdsan/sanunits/_bst_units.py:105(dy_dt)
818366,11.322,0.000,11.322,0.000,<lambdifygenerated-1>:1(_lambdifygenerated)
818366,10.622,0.000,10.622,0.000,<lambdifygenerated-3>:1(_lambdifygenerated)
818366,10.551,0.000,10.551,0.000,<lambdifygenerated-5>:1(_lambdifygenerated)
818366,10.466,0.000,10.466,0.000,<lambdifygenerated-4>:1(_lambdifygenerated)
818366,10.452,0.000,10.452,0.000,<lambdifygenerated-2>:1(_lambdifygenerated)
7365298,8.117,0.000,25.509,0.000,/Users/yalinli_cabbi/OneDrive/Coding/qs/qsdsan/_sanunit.py:416(_collect_ins_state)
818368,7.648,0.000,8.984,0.000,/Users/yalinli_cabbi/OneDrive/Coding/qs/qsdsan/sanunits/_clarifier.py:284(_update_state)
818367,7.618,0.000,9.096,0.000,/Users/yalinli_cabbi/OneDrive/Coding/qs/qsdsan/sanunits/_clarifier.py:318(_update_dstate)
136394,7.528,0.000,400.912,0.003,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/scipy/integrate/_ivp/rk.py:14(rk_step)
3804079/2030776,6.871,0.000,14.074,0.000,{built-in method numpy.core._multiarray_umath.implement_array_function}
818366,6.566,0.000,16.640,0.000,/Users/yalinli_cabbi/OneDrive/Coding/bst/biosteam/_system.py:1468(_dstate_attr2arr)
7365294,6.406,0.000,19.921,0.000,/Users/yalinli_cabbi/OneDrive/Coding/qs/qsdsan/_sanunit.py:419(_collect_ins_dstate)
16390870,5.825,0.000,5.825,0.000,{built-in method builtins.max}
818367,5.600,0.000,22.782,0.000,/Users/yalinli_cabbi/OneDrive/Coding/bst/biosteam/_system.py:1475(_state_arr2attr)
9821857,5.017,0.000,35.280,0.000,{method 'sum' of 'numpy.ndarray' objects}
16367444,4.922,0.000,7.234,0.000,/Users/yalinli_cabbi/OneDrive/Coding/bst/biosteam/utils/piping.py:422(__iter__)
12414386,4.053,0.000,4.053,0.000,{built-in method builtins.min}
1636734,3.979,0.000,4.658,0.000,/Users/yalinli_cabbi/OneDrive/Coding/qs/qsdsan/sanunits/_bst_units.py:189(_update_dstate)
818366,3.875,0.000,39.601,0.000,/Users/yalinli_cabbi/OneDrive/Coding/qs/qsdsan/sanunits/_clarifier.py:405(<listcomp>)
1636736,3.787,0.000,4.333,0.000,/Users/yalinli_cabbi/OneDrive/Coding/qs/qsdsan/sanunits/_bst_units.py:183(_update_state)
818366,3.787,0.000,4.688,0.000,/Users/yalinli_cabbi/OneDrive/Coding/qs/qsdsan/sanunits/_clarifier.py:406(<listcomp>)
16367364,3.392,0.000,3.392,0.000,/Users/yalinli_cabbi/OneDrive/Coding/bst/biosteam/utils/piping.py:425(__getitem__)
9821857,3.386,0.000,30.263,0.000,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/numpy/core/_methods.py:45(_sum)
4091835,3.045,0.000,4.075,0.000,/Users/yalinli_cabbi/OneDrive/Coding/qs/qsdsan/sanunits/_suspended_growth_bioreactor.py:181(_update_dstate)
120815,2.995,0.000,407.639,0.003,/Users/yalinli_cabbi/opt/anaconda3/lib/python3.8/site-packages/scipy/integrate/_ivp/rk.py:111(_step_impl)
821039/820924,2.516,0.000,2.542,0.000,{built-in method builtins.sum}
